//星级|名称
Star_Lv1|一星
BarbarossaRobotName_41|客观的埃文斯
BarbarossaRobotName_42|教养的特纳
BarbarossaRobotName_43|直爽的托雷斯
BarbarossaRobotName_44|实际的坎贝尔
BarbarossaRobotName_45|腼腆的米切尔
BarbarossaRobotName_46|温和的罗伯茨
BarbarossaRobotName_47|体贴的桑切斯
BarbarossaRobotName_48|认真的格林
BarbarossaRobotName_49|机灵的贝克
BarbarossaRobotName_50|自觉的亚当斯
//龙骑兵
tips_point_lock|将已触发事件完成后，才能开始下一个行动。
ActivityDLG_Glory_Reward_1|胜利了！值得庆祝的战果。这是部队收集到的战利品，指挥官请过目：
ActivityDLG_Glory_Reward_2|指挥官我们击败了敌方将领！现在我们夺取了该区域的所有权，这是缴获的该区域物资。
ActivityDLG_Glory_Reward_3|指挥官我们发现了敌军隐藏的仓库，缴获了大量资源：
ActivityDLG_Glory_Reward_4|侦察部队发现了敌人撤退时残留的物资，今晚我们可以庆祝一下了。不是么！指挥官？
ActivityDLG_Glory_Reward_5|我们发现了废弃的工厂，里面藏有不少珍惜资源：
ActivityDLG_Glory_Continue|点击继续
//蓝色行动
airport_target|任务目标
airport_now|当前进度
//战争之路描述
Activity_desc01|敌方囤积了大量的物资期望与我军展开持久战，攻击敌人的车站将物资掠夺过来！我们要让他们血本无归。
Activity_desc02|我们有一批新兵上战场了！让他们打一场登陆战练练胆子，顺便积累战斗经验！
Activity_desc03|敌军突袭了我方的交通枢纽！指挥官你需要坚守阵地直到援军的到来。祝你好运！
Activity_desc04|情报部门发现了敌方阵前指挥中心，指挥官这是千载难逢的机会，占领那里生擒对方指挥官！
Activity_desc05|指挥官我们发现了敌军的机场，下令攻击吧！把那些笨鸟炸成一堆废铜烂铁！
AlameinDesc_231000|敌方囤积了大量的物资期望与我军展开持久战，攻击敌人的车站将物资掠夺过来！我们要让他们血本无归。
AlameinDesc_232000|我们有一批新兵上战场了！让他们打一场登陆战练练胆子，顺便积累战斗经验！
//材料
steel|钢
manganese|锰
tungsten|钨
zinc|锌
steel_desc|通称钢铁，可以说是现代社会的物质基础。
manganese_desc|重要奥氏体稳定元素，有助于生成纹理结构，增加坚固性和强度及耐磨损性。
tungsten_desc|增强抗磨损性。将钨和适当比例的锰混合用于制造高速钢。
zinc_desc|电镀的主要材料，可大幅提升抗大气腐蚀功能。
//道具
props_name2005|材料箱·钢
props_name2006|材料箱·锰
props_name2007|材料箱·钨
props_name2008|材料箱·锌
props_name2009|坦克勋章
props_name2010|优秀坦克勋章
props_name2011|精英坦克勋章
props_name2012|王牌坦克勋章
props_name2013|英雄坦克勋章
props_name2014|传奇坦克勋章
props_name2015|300金币包
props_name2016|300钻石包
props_name2017|100燃油
props_name2018|金币
props_name2019|钢
props_name2020|锰
props_name2021|钨
props_name2022|锌
props_name2023|勇气奖章
props_name2024|银狮币
props_name5001|军用油漆
props_name5002|混合油漆
props_name6001|普通材料箱
props_name6002|中级材料箱
props_name6003|高级材料箱
props_name6004|备用材料箱
props_name6005|高级材料箱
props_name6006|备用材料箱
props_name6008|坦克零件箱
props_name7001|银鹰勋章
props_name7002|金质装甲勋章
PropName_60001|补给证书
PropName_60002|高级补给证书
PropName_60003|空白设计图
PropName_60004|指挥技能手册
PropName_60005|维修指南
PropName_60100|强化材料包
PropName_60101|低级材料箱
PropName_60102|普通材料箱
PropName_60103|中级材料箱
PropName_60104|中级材料箱
//指挥官碎片名称
PropName_50001|柯利尔碎片
PropName_50002|魏特曼碎片
PropName_50003|隆美尔碎片
PropName_50004|巴顿碎片
PropName_50005|温斯特碎片
PropName_50006|朱可夫碎片
//战车强化材料名称
PropName_61101|测距仪
PropName_61103|抑爆装置
PropName_61104|车内通话器
PropName_61105|交流发电机
PropName_61106|主离合器
PropName_61107|烟幕装置
PropName_61108|冷却系统
PropName_61109|炮射导弹
PropName_61110|发动机
PropName_62101|穿甲弹Ⅰ型
PropName_62102|穿甲弹Ⅱ型
PropName_62103|穿甲弹Ⅱ型+1
PropName_62104|穿甲弹Ⅲ型
PropName_62105|穿甲弹Ⅲ型+1
PropName_62106|穿甲弹Ⅲ型+2
PropName_62107|穿甲弹Ⅳ型
PropName_62108|穿甲弹Ⅳ型+1
PropName_62109|穿甲弹Ⅳ型+2
PropName_62110|穿甲弹Ⅳ型+3
PropName_62111|穿甲弹Ⅴ型
PropName_62112|穿甲弹Ⅴ型+1
PropName_62113|穿甲弹Ⅴ型+2
PropName_62114|穿甲弹Ⅴ型+3
PropName_62115|穿甲弹Ⅴ型+4
PropName_62201|高爆弹Ⅰ型
PropName_62202|高爆弹Ⅱ型
PropName_62203|高爆弹Ⅱ型+1
PropName_62204|高爆弹Ⅲ型
PropName_62205|高爆弹Ⅲ型+1
PropName_62206|高爆弹Ⅲ型+2
PropName_62207|高爆弹Ⅳ型
PropName_62208|高爆弹Ⅳ型+1
PropName_62209|高爆弹Ⅳ型+2
PropName_62210|高爆弹Ⅳ型+3
PropName_62211|高爆弹Ⅴ型
PropName_62212|高爆弹Ⅴ型+1
PropName_62213|高爆弹Ⅴ型+2
PropName_62214|高爆弹Ⅴ型+3
PropName_62215|高爆弹Ⅴ型+4
PropName_62301|碎甲弹Ⅰ型
PropName_62302|碎甲弹Ⅱ型
PropName_62303|碎甲弹Ⅱ型+1
PropName_62304|碎甲弹Ⅲ型
PropName_62305|碎甲弹Ⅲ型+1
PropName_62306|碎甲弹Ⅲ型+2
PropName_62307|碎甲弹Ⅳ型
PropName_62308|碎甲弹Ⅳ型+1
PropName_62309|碎甲弹Ⅳ型+2
PropName_62310|碎甲弹Ⅳ型+3
PropName_62311|碎甲弹Ⅴ型
PropName_62312|碎甲弹Ⅴ型+1
PropName_62313|碎甲弹Ⅴ型+2
PropName_62314|碎甲弹Ⅴ型+3
PropName_62315|碎甲弹Ⅴ型+4
PropName_62401|铸造装甲Ⅰ型
PropName_62402|铸造装甲Ⅱ型
PropName_62403|铸造装甲Ⅱ型+1
PropName_62404|铸造装甲Ⅲ型
PropName_62405|铸造装甲Ⅲ型+1
PropName_62406|铸造装甲Ⅲ型+2
PropName_62407|铸造装甲Ⅳ型
PropName_62408|铸造装甲Ⅳ型+1
PropName_62409|铸造装甲Ⅳ型+2
PropName_62410|铸造装甲Ⅳ型+3
PropName_62411|铸造装甲Ⅴ型
PropName_62412|铸造装甲Ⅴ型+1
PropName_62413|铸造装甲Ⅴ型+2
PropName_62414|铸造装甲Ⅴ型+3
PropName_62415|铸造装甲Ⅴ型+4
PropName_62501|焊接装甲Ⅰ型
PropName_62502|焊接装甲Ⅱ型
PropName_62503|焊接装甲Ⅱ型+1
PropName_62504|焊接装甲Ⅲ型
PropName_62505|焊接装甲Ⅲ型+1
PropName_62506|焊接装甲Ⅲ型+2
PropName_62507|焊接装甲Ⅳ型
PropName_62508|焊接装甲Ⅳ型+1
PropName_62509|焊接装甲Ⅳ型+2
PropName_62510|焊接装甲Ⅳ型+3
PropName_62511|焊接装甲Ⅴ型
PropName_62512|焊接装甲Ⅴ型+1
PropName_62513|焊接装甲Ⅴ型+2
PropName_62514|焊接装甲Ⅴ型+3
PropName_62515|焊接装甲Ⅴ型+4
PropName_62601|液力传动Ⅰ型
PropName_62602|液力传动Ⅱ型
PropName_62603|液力传动Ⅱ型+1
PropName_62604|液力传动Ⅲ型
PropName_62605|液力传动Ⅲ型+1
PropName_62606|液力传动Ⅲ型+2
PropName_62607|液力传动Ⅳ型
PropName_62608|液力传动Ⅳ型+1
PropName_62609|液力传动Ⅳ型+2
PropName_62610|液力传动Ⅳ型+3
PropName_62611|液力传动Ⅴ型
PropName_62612|液力传动Ⅴ型+1
PropName_62613|液力传动Ⅴ型+2
PropName_62614|液力传动Ⅴ型+3
PropName_62615|液力传动Ⅴ型+4
PropName_62701|机械传动Ⅰ型
PropName_62702|机械传动Ⅱ型
PropName_62703|机械传动Ⅱ型+1
PropName_62704|机械传动Ⅲ型
PropName_62705|机械传动Ⅲ型+1
PropName_62706|机械传动Ⅲ型+2
PropName_62707|机械传动Ⅳ型
PropName_62708|机械传动Ⅳ型+1
PropName_62709|机械传动Ⅳ型+2
PropName_62710|机械传动Ⅳ型+3
PropName_62711|机械传动Ⅴ型
PropName_62712|机械传动Ⅴ型+1
PropName_62713|机械传动Ⅴ型+2
PropName_62714|机械传动Ⅴ型+3
PropName_62715|机械传动Ⅴ型+4
//装备改良材料名称
PropName_63101|火炮稳定器Ⅰ型
PropName_63102|火炮稳定器Ⅱ型
PropName_63103|火炮稳定器Ⅱ型+1
PropName_63104|火炮稳定器Ⅲ型
PropName_63105|火炮稳定器Ⅲ型+1
PropName_63106|火炮稳定器Ⅲ型+2
PropName_63107|火炮稳定器Ⅳ型
PropName_63108|火炮稳定器Ⅳ型+1
PropName_63109|火炮稳定器Ⅳ型+2
PropName_63110|火炮稳定器Ⅳ型+3
PropName_63111|火炮稳定器Ⅴ型
PropName_63112|火炮稳定器Ⅴ型+1
PropName_63113|火炮稳定器Ⅴ型+2
PropName_63114|火炮稳定器Ⅴ型+3
PropName_63115|火炮稳定器Ⅴ型+4
PropName_63201|自动装填机Ⅰ型
PropName_63202|自动装填机Ⅱ型
PropName_63203|自动装填机Ⅱ型+1
PropName_63204|自动装填机Ⅲ型
PropName_63205|自动装填机Ⅲ型+1
PropName_63206|自动装填机Ⅲ型+2
PropName_63207|自动装填机Ⅳ型
PropName_63208|自动装填机Ⅳ型+1
PropName_63209|自动装填机Ⅳ型+2
PropName_63210|自动装填机Ⅳ型+3
PropName_63211|自动装填机Ⅴ型
PropName_63212|自动装填机Ⅴ型+1
PropName_63213|自动装填机Ⅴ型+2
PropName_63214|自动装填机Ⅴ型+3
PropName_63215|自动装填机Ⅴ型+4
PropName_63301|周视瞄准镜Ⅰ型
PropName_63302|周视瞄准镜Ⅱ型
PropName_63303|周视瞄准镜Ⅱ型+1
PropName_63304|周视瞄准镜Ⅲ型
PropName_63305|周视瞄准镜Ⅲ型+1
PropName_63306|周视瞄准镜Ⅲ型+2
PropName_63307|周视瞄准镜Ⅳ型
PropName_63308|周视瞄准镜Ⅳ型+1
PropName_63309|周视瞄准镜Ⅳ型+2
PropName_63310|周视瞄准镜Ⅳ型+3
PropName_63311|周视瞄准镜Ⅴ型
PropName_63312|周视瞄准镜Ⅴ型+1
PropName_63313|周视瞄准镜Ⅴ型+2
PropName_63314|周视瞄准镜Ⅴ型+3
PropName_63315|周视瞄准镜Ⅴ型+4
PropName_63401|调频电台Ⅰ型
PropName_63402|调频电台Ⅱ型
PropName_63403|调频电台Ⅱ型+1
PropName_63404|调频电台Ⅲ型
PropName_63405|调频电台Ⅲ型+1
PropName_63406|调频电台Ⅲ型+2
PropName_63407|调频电台Ⅳ型
PropName_63408|调频电台Ⅳ型+1
PropName_63409|调频电台Ⅳ型+2
PropName_63410|调频电台Ⅳ型+3
PropName_63411|调频电台Ⅴ型
PropName_63412|调频电台Ⅴ型+1
PropName_63413|调频电台Ⅴ型+2
PropName_63414|调频电台Ⅴ型+3
PropName_63415|调频电台Ⅴ型+4
PropName_63501|均质装甲Ⅰ型
PropName_63502|均质装甲Ⅱ型
PropName_63503|均质装甲Ⅱ型+1
PropName_63504|均质装甲Ⅲ型
PropName_63505|均质装甲Ⅲ型+1
PropName_63506|均质装甲Ⅲ型+2
PropName_63507|均质装甲Ⅳ型
PropName_63508|均质装甲Ⅳ型+1
PropName_63509|均质装甲Ⅳ型+2
PropName_63510|均质装甲Ⅳ型+3
PropName_63511|均质装甲Ⅴ型
PropName_63512|均质装甲Ⅴ型+1
PropName_63513|均质装甲Ⅴ型+2
PropName_63514|均质装甲Ⅴ型+3
PropName_63515|均质装甲Ⅴ型+4
PropName_63601|动液变矩器Ⅰ型
PropName_63602|动液变矩器Ⅱ型
PropName_63603|动液变矩器Ⅱ型+1
PropName_63604|动液变矩器Ⅲ型
PropName_63605|动液变矩器Ⅲ型+1
PropName_63606|动液变矩器Ⅲ型+2
PropName_63607|动液变矩器Ⅳ型
PropName_63608|动液变矩器Ⅳ型+1
PropName_63609|动液变矩器Ⅳ型+2
PropName_63610|动液变矩器Ⅳ型+3
PropName_63611|动液变矩器Ⅴ型
PropName_63612|动液变矩器Ⅴ型+1
PropName_63613|动液变矩器Ⅴ型+2
PropName_63614|动液变矩器Ⅴ型+3
PropName_63615|动液变矩器Ⅴ型+4
PropName_63701|减震装置Ⅰ型
PropName_63702|减震装置Ⅱ型
PropName_63703|减震装置Ⅱ型+1
PropName_63704|减震装置Ⅲ型
PropName_63705|减震装置Ⅲ型+1
PropName_63706|减震装置Ⅲ型+2
PropName_63707|减震装置Ⅳ型
PropName_63708|减震装置Ⅳ型+1
PropName_63709|减震装置Ⅳ型+2
PropName_63710|减震装置Ⅳ型+3
PropName_63711|减震装置Ⅴ型
PropName_63712|减震装置Ⅴ型+1
PropName_63713|减震装置Ⅴ型+2
PropName_63714|减震装置Ⅴ型+3
PropName_63715|减震装置Ⅴ型+4
//战车制造零件名称
PropName_11510100|M7牧师原件
PropName_11200100|III号原件
PropName_11100100|T1科林汉姆原件
PropName_11420100|斐迪南原件
PropName_11420200|ISU-152原件
PropName_11210100|IV号原件
PropName_11410100|IV号歼击车原件
PropName_11210200|M4谢尔曼原件
PropName_11300100|IS原件
PropName_11100200|M5斯图亚特原件
PropName_11310100|M26潘兴原件
PropName_11400100|M10狼獾原件
PropName_11500100|M41原件
PropName_11320100|T34原件
PropName_11210300|M2原件
PropName_11410200|追猎者原件
PropName_11210400|T-34-85原件
PropName_11410300|III号突击炮原件
PropName_11210500|狂怒原件
PropName_11410400|猎豹原件
PropName_11400200|黄鼠狼II原件
PropName_11100300|38(t)型原件
PropName_11110100|M24霞飞原件
PropName_11510200|M4管风琴原件
PropName_11510300|M44原件
PropName_11510400|M12原件
PropName_11210600|黑豹原件
PropName_11320200|虎式原件
PropName_11520100|M40/43原件
PropName_11320300|虎王原件
PropName_11320400|IS-3原件
PropName_11210700|IV号H型原件
PropName_11320500|KV-2原件
PropName_11320600|T26E4超潘原件
PropName_11420300|M36杰克逊原件
PropName_11400300|AT-1原件
PropName_11320700|E-100原件
PropName_11210800|T-54原件
PropName_11320800|M46巴顿原件
PropName_11420400|猎虎原件
PropName_11420500|E-100歼击车原件
PropName_11510500|胡蜂原件
PropName_11410500|犀牛原件
PropName_11210900|E-50原件
PropName_11520200|Gw虎(P)原件
PropName_11320900|IS-2原件
PropName_11321000|E-75原件
PropName_11420600|T95原件
PropName_11520300|261工程原件
PropName_11321100|T57原件
PropName_11510600|SU-14-2原件
PropName_11211000|M60原件
PropName_11410600|大麦克斯原件
PropName_11211100|黑豹II原件
PropName_11520400|突击虎原件
PropName_11100400|旋风自走炮原件
PropName_11420700|263工程原件
PropName_11321200|KV8S原件
PropName_11211200|59式原件
PropName_11120100|62式原件
PropName_11321300|鼠式原件
PropName_11520500|陆地斯图卡原件
PropName_11100500|BT-7原件
PropName_11321400|IS-8原件
PropName_11510700|喀秋莎原件
PropName_11120200|瓦伦丁原件
PropName_11110200|十字军原件
//坦克名称
TankName_5101|M7牧师
TankName_2001|III号
TankName_1001|T1科林汉姆
TankName_4201|斐迪南
TankName_4202|ISU-152
TankName_2101|IV号
TankName_4101|IV号歼击车
TankName_2102|M4谢尔曼
TankName_3001|IS
TankName_1002|M5斯图亚特
TankName_3101|M26潘兴
TankName_4001|M10狼獾
TankName_5001|M41
TankName_3201|T34
TankName_2103|M2
TankName_4102|追猎者
TankName_2104|T-34-85
TankName_4103|III号突击炮
